"","station","year","month","temp_nValid","temp_min","temp_median","temp_max","temp_mean","temp_sd","temp_iqr","spcond_nValid","spcond_min","spcond_median","spcond_max","spcond_mean","spcond_sd","spcond_iqr","sal_nValid","sal_min","sal_median","sal_max","sal_mean","sal_sd","sal_iqr","do_pct_nValid","do_pct_min","do_pct_median","do_pct_max","do_pct_mean","do_pct_sd","do_pct_iqr","do_mgl_nValid","do_mgl_min","do_mgl_median","do_mgl_max","do_mgl_mean","do_mgl_sd","do_mgl_iqr","depth_nValid","depth_min","depth_median","depth_max","depth_mean","depth_sd","depth_iqr","cdepth_nValid","cdepth_min","cdepth_median","cdepth_max","cdepth_mean","cdepth_sd","cdepth_iqr","ph_nValid","ph_min","ph_median","ph_max","ph_mean","ph_sd","ph_iqr","turb_nValid","turb_min","turb_median","turb_max","turb_mean","turb_sd","turb_iqr","doLessThan2_nValid","doLessThan2_total","doLessThan5_nValid","doLessThan5_total","level_nValid","level_min","level_median","level_max","level_mean","level_sd","level_iqr","clevel_nValid","clevel_min","clevel_median","clevel_max","clevel_mean","clevel_sd","clevel_iqr"
"1224","apabpwq",2021,6,2880,25.7,27.8,29.4,27.7538888888889,0.954777469066724,1.7,2880,0.03,0.14,0.16,0.136506944444444,0.0202696297090387,0.02,2880,0,0.1,0.1,0.0979166666666667,0.0142850940171998,0,898,70.3,90.5,108.2,91.4190423162584,7.95982697416414,11.9,898,5.4,7.2,8.5,7.18073496659243,0.62911230387189,0.899999999999999,2880,2.2,2.78,3.08,2.74167361111111,0.190703286235947,0.27,2880,2.22,2.74,3.04,2.69677777777778,0.183149568452606,0.27,2880,6.9,7.4,8.1,7.33722222222222,0.245012619403916,0.4,2879,0,8,108,12.2004168113928,10.3421884306818,9,898,0,898,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1225","apabpwq",2021,7,2974,26.7,28,29.8,28.0917619367855,0.779062579218207,1.1,2974,0.1,0.11,0.12,0.111482851378615,0.00358269870960857,0,2974,0.1,0.1,0.1,0.1,0,0,2249,57,65.2,71.7,64.9015117830147,2.03735301851112,2.5,2249,4.4,5.1,5.4,5.0495331258337,0.150388006151368,0.0999999999999996,2974,2.38,2.79,3.05,2.76252858103564,0.16049639725549,0.25,2974,2.31,2.74,3.03,2.71109952925353,0.157444382076574,0.23,2974,6.8,6.9,7.1,6.91674512441157,0.0591056019716222,0,2974,9,17,103,17.7861466039005,5.16247910028129,7,2249,0,2249,477,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1226","apabpwq",2021,8,2832,26.4,28.5,29.9,28.5396186440678,0.689169068511599,0.899999999999999,2832,0.09,0.11,22.35,0.410918079096045,2.02487751093661,0.02,2832,0,0.1,13.4,0.247139830508475,1.17609788215498,0,2833,42.4,63.2,84.2,60.4506177197317,8.13783886575611,12.8,2833,3.3,4.9,6.4,4.68178609248147,0.588352147463708,0.899999999999999,2833,2.39,2.86,3.61,2.8558348040946,0.225793055194625,0.27,2831,2.33,2.83,3.69,2.82119745672907,0.235907420768702,0.29,2833,6.6,7,7.4,6.90109424638193,0.161348711559243,0.3,2833,7,12,73,13.4842922696788,4.24852712123378,4,2833,0,2833,1502,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1227","apabpwq",2021,9,2880,24.8,26.8,28.3,26.795625,0.773381597383811,1,2880,0.1,0.11,0.12,0.106684027777778,0.00730500751987985,0.01,2880,0,0.1,0.1,0.0905555555555556,0.0292496833736933,0,2880,38.2,53.6,67,54.2353472222222,7.06319417347357,13.1,2880,3,4.3,5.5,4.34767361111111,0.61617212187599,1.1,2880,2.49,2.88,3.14,2.84436111111111,0.140341003404902,0.21,2823,2.45,2.85,3.11,2.81982288345732,0.141379393975959,0.21,2880,6.7,6.8,7,6.82958333333333,0.0635291270413255,0.100000000000001,1580,10,16,56,16.0962025316456,3.43835398997082,4,2880,0,2880,2182,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1228","apabpwq",2021,10,2974,20.6,24.9,26.7,24.2149293880296,1.5399508922294,2.6,2974,0.1,0.11,0.24,0.112098184263618,0.00927052282267072,0.01,2974,0.1,0.1,0.1,0.1,0,0,2974,57.7,63,72.9,63.2383658372562,2.39218598849567,2.7,2974,4.7,5.3,6.5,5.31301277740417,0.3061025274654,0.4,2974,2.38,2.94,3.19,2.90424008069939,0.176370928825987,0.23,1811,2.41,2.9,3.25,2.86664826062949,0.185422252090134,0.29,2974,6.8,6.9,7.3,6.9098184263618,0.114641695946357,0.100000000000001,2974,10,16,105,16.7202420981843,4.11102401778883,5,2974,0,2974,239,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1229","apabpwq",2021,11,2880,14.9,17.6,20.6,17.7122569444444,1.3330200507365,1.1,2880,0.12,0.13,0.28,0.135302083333333,0.0140896892319774,0.01,2880,0.1,0.1,0.1,0.1,0,0,2880,69.9,80.9,89.1,81.150625,4.59324900183353,7.89999999999999,2880,6.3,7.7,9,7.74583333333333,0.63513269434301,0.899999999999999,2880,2.2,2.77,3.19,2.75138541666667,0.201605032572508,0.3,2879,2.11,2.69,3.15,2.67332059742966,0.206861499600281,0.3,2880,7.2,7.3,7.4,7.33458333333333,0.0559595323440055,0.100000000000001,2878,7,11,31,11.1042390548992,2.38978304691179,2,2880,0,2880,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1230","apabpwq",2021,12,2976,14,17,19,16.6883064516129,1.40467802638916,2.6,2976,0.11,0.13,0.15,0.132076612903226,0.0109692700209552,0.01,2976,0.1,0.1,0.1,0.1,0,0,2976,76.6,86.7,92,85.9380376344086,2.98942529199147,3.5,2976,7.1,8.3,9.2,8.37358870967742,0.468024301811275,0.700000000000001,1593,2.22,2.74,3.08,2.69814814814815,0.198658878225053,0.3,1593,2.13,2.64,3.02,2.61832391713748,0.206792361903022,0.32,2976,7,7.3,7.4,7.28538306451613,0.0740069569894675,0,2976,6,10,40,10.3897849462366,2.35845337886738,3,2976,0,2976,0,1383,-2.42,-1.87,-1.51,-1.88129428778019,0.197792782900052,0.28,1383,-2.45,-1.91,-1.53,-1.9275704989154,0.203087308928978,0.29
"1231","apabpwq",2022,1,2975,10.2,13.7,20.3,13.7379831932773,2.60318773462357,4.1,2975,0.1,0.11,0.12,0.108631932773109,0.00602427186542844,0.01,2975,0.1,0.1,0.1,0.1,0,0,2975,68.2,87.1,98.6,86.3865546218487,5.11609083204876,5,2975,6.3,9.1,10.8,9.0053781512605,0.95711928199484,1.2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2975,6.9,7.2,7.5,7.23905882352941,0.111179657201674,0.0999999999999996,2975,9,13,48,13.3317647058824,2.07877384156202,2,2975,0,2975,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1232","apabpwq",2022,2,2688,10.8,13.45,19,14.0430431547619,2.23853734902227,3.3,2688,0.1,0.11,0.13,0.111458333333333,0.00810434677629161,0.01,2688,0.1,0.1,0.1,0.1,0,0,2688,83.6,89.9,102.4,90.2507068452381,3.5213981778943,5.8,2688,7.9,9.5,10.6,9.32488839285714,0.70942534456273,1.2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2688,7.1,7.2,7.5,7.25870535714286,0.125789349381754,0.2,2688,8,14,43,14.0100446428571,2.86741694534651,4,2688,0,2688,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1233","apabpwq",2022,3,2976,16.5,19,21.5,18.9092741935484,1.14202886426282,1.7,2976,0.09,0.1,0.12,0.104324596774194,0.0107538140900991,0.01,2976,0,0.1,0.1,0.0678427419354839,0.0467158418894195,0.1,2976,69.7,81.7,89.2,80.8792002688172,4.61526376957331,7.3,2976,6.4,7.6,8.4,7.52782258064516,0.52016684147067,0.9,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2976,6.8,7,7.2,7.04677419354839,0.117607854676898,0.2,2976,14,19,121,19.005376344086,3.54030402618381,3,2976,0,2976,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1234","apabpwq",2022,4,2879,19.1,21.3,23.8,21.3650920458493,1.17659916617702,1.7,2879,0.08,0.1,0.11,0.0954498089614449,0.00549788314164995,0.01,2879,0,0,0.1,0.0413337964571032,0.0492517967120217,0.1,2879,64.2,72.2,84,72.955748523793,4.33565074639259,6.5,2879,5.7,6.4,7.6,6.4699201111497,0.48775666133433,0.7,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2878,6.8,6.9,7.1,6.95267546907575,0.071223477615764,0.0999999999999996,2878,10,16,74,16.3717859624739,3.14719360783498,4,2879,0,2879,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1235","apabpwq",2022,5,2974,23.7,25.7,27.9,25.9177874915938,0.960573085772003,1.3,2974,0.11,0.13,0.15,0.126745124411567,0.0128497855101516,0.02,2974,0.1,0.1,0.1,0.1,0,0,2974,65.1,72.9,97.3,73.6475790181574,4.53682312485728,6,2974,5.3,6,7.6,5.9857431069267,0.310709996992875,0.4,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2974,6.9,7.2,7.5,7.18735709482179,0.109711156049059,0.2,2974,5,11,41,12.1197041022192,3.91171429061814,4,2974,0,2974,0,1391,-0.29,0.32,0.61,0.267196261682243,0.200263253759043,0.28,1391,-0.3,0.29,0.57,0.233702372393961,0.196247224756386,0.28
"1236","apabpwq",2022,6,2879,26.1,29.9,32.5,29.6217783952761,1.60453714049829,2.6,2879,0.11,0.13,0.16,0.129763806877388,0.0113114876493359,0.02,2879,0.1,0.1,0.1,0.1,0,0,2879,47.8,66.8,78,66.0910038207711,4.30969127038806,5.09999999999999,2879,3.6,5.1,5.7,5.03647099687391,0.346626021518422,0.399999999999999,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2879,7,7.1,7.4,7.12882945467176,0.0808381116775886,0.100000000000001,2879,6,10,143,10.8801667245571,4.25611841483228,3,2879,0,2879,863,2879,-0.39,0.16,0.46,0.123105244876693,0.20294294044906,0.31,2874,-0.43,0.14,0.47,0.102731384829506,0.205746929589566,0.3
"1237","apabpwq",2022,7,2793,28.3,29.6,31.9,29.7402076620122,0.876650036430694,1.2,2793,0.11,0.14,0.15,0.132076620121733,0.0125700843766893,0.02,2793,0.1,0.1,0.1,0.1,0,0,2791,53.5,70.6,80.2,70.7250447868148,2.91209314966578,3.69999999999999,2791,4.1,5.4,6,5.37205302758868,0.18992559961149,0.2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2793,6.9,7.1,7.3,7.13315431435732,0.112171057604997,0.2,2793,5,9,51,9.21518080916577,2.53977501751125,2,2791,0,2791,66,2793,-0.35,0.21,0.56,0.162226996061583,0.198512689760327,0.31,2793,-0.35,0.16,0.56,0.11734693877551,0.195817514180208,0.3
"1238","apabpwq",2022,8,1215,28.7,29.4,30,29.360658436214,0.337667492456903,0.600000000000001,1216,0.12,0.13,0.14,0.1275,0.00446292454263469,0.01,1216,0.1,0.1,0.1,0.1,0,0,1216,53.6,69.9,74.5,69.4327302631579,2.83614491372119,2.60000000000001,1216,4.1,5.3,5.7,5.31027960526316,0.207912424057678,0.100000000000001,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1216,7,7.2,7.3,7.14917763157895,0.0536654599325948,0.100000000000001,1215,4,7,15,7.36460905349794,1.86033738355247,2.5,1216,0,1216,70,1216,-0.17,0.29,0.53,0.241373355263158,0.179373868695959,0.26,1216,-0.2,0.26,0.51,0.214416118421053,0.181311603282412,0.25
"1239","apabpwq",2022,9,2880,24.7,28.4,29.6,28.1361111111111,1.04185496735014,1.2,2880,0.1,0.12,10.33,0.328121527777778,0.624837578746884,0.08,2880,0,0.1,5.8,0.194097222222222,0.324146702396403,0,2880,47.9,66.9,90.5,68.7341319444444,7.86079200846194,11.4,2880,3.8,5.2,7.3,5.37440972222222,0.661180855619222,0.899999999999999,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2880,6.8,7,7.5,7.09291666666667,0.16246997211006,0.2,2880,4,7,40,8.003125,2.39361863471633,2,2880,0,2880,999,2880,-0.64,0.29,0.67,0.225503472222222,0.256434031733735,0.31,2880,-0.63,0.28,0.65,0.211614583333333,0.252479742179468,0.31
"1240","apabpwq",2022,10,2976,19.8,23.7,25,22.9065188172043,1.47999926583518,2.7,2976,0.16,1.57,19,2.65423051075269,3.23431444493198,2.0425,2976,0.1,0.8,11.3,1.43141801075269,1.86813279502024,1.1,2976,60.7,83.7,91.8,82.5469086021505,5.02565825143484,4.3,2976,4.8,7.1,8.1,7.0567876344086,0.587769717035377,0.7,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2976,7.2,7.4,7.7,7.41290322580645,0.0671747154539069,0.0999999999999996,2976,3,5,15,5.33971774193548,1.18158778845087,1,2976,0,2976,12,2976,-0.24,0.28,0.61,0.238746639784946,0.204558491535535,0.33,2976,-0.31,0.23,0.61,0.196932123655914,0.208718611821431,0.36
"1241","apabpwq",2022,11,2880,14.7,19.4,23.5,19.3573263888889,2.85093754426089,5.3,2880,0.21,1.54,26.48,3.50446180555556,4.79100843042562,3.32,2880,0.1,0.8,16.3,1.94833333333333,2.85442028770844,1.8,2880,61.8,84.9,99,84.5602430555556,4.49878907059702,5.40000000000001,2880,4.8,7.7,9.1,7.75017361111111,0.835101729517688,1.3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2880,7.2,7.4,8,7.45548611111111,0.105844032273534,0.0999999999999996,2880,3,5,18,5.06909722222222,1.23220218046336,1,2880,0,2880,3,2880,-0.73,0.25,0.66,0.202951388888889,0.231860135280333,0.34,2880,-0.6,0.17,0.67,0.141743055555556,0.235654808053885,0.38
"1242","apabpwq",2022,12,2976,9.6,17.1,19.7,15.7050403225806,3.20372495358223,5.8,2976,0.12,0.13,14.47,0.170782930107527,0.516833304001713,0.01,2976,0.1,0.1,8.4,0.117573924731183,0.293063152477448,0,2976,67.2,85.45,92,83.545564516129,5.80153214917,10,2976,6.2,8.4,10.3,8.36270161290323,1.07453329779866,1.6,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2975,6.9,7.1,7.5,7.14,0.141326219088138,0.2,2976,5,8,40,9.3252688172043,3.60704911098498,4,2976,0,2976,0,2976,-0.2,0.3,0.76,0.273726478494624,0.198135488278754,0.28,2976,-0.34,0.21,0.81,0.187788978494624,0.220384729662474,0.3
"1243","apacpwq",2002,1,1418,7.5,13.8,19.5,14.0253878702398,3.32154979479282,6.4,1418,24.36,36.555,48.17,36.7612834978843,5.05144912123657,7.15,1418,14.7,23.1,31.3,23.2884344146685,3.52129025444286,5.1,1418,82,102.6,134.5,103.872919605078,9.59795982617483,12.4,1418,6.6,9.4,12.4,9.34640338504937,1.35655096747458,2.1,1418,0.97,1.63,2.24,1.58416784203103,0.231231961937164,0.3175,0,NA,NA,NA,NA,NA,NA,1123,7.5,8.3,8.5,8.28967052537845,0.128060320618548,0.200000000000001,1415,0,1,113,3.45017667844523,7.25452779922278,4,1418,0,1418,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1244","apacpwq",2002,2,1339,12.1,15.7,20.4,15.6716952949963,1.61811892571532,2.1,1339,16.05,32.52,48.09,32.8092979835698,6.52294113811086,9.34,1339,9.4,20.4,31.3,20.6174757281553,4.48500999993562,6.5,1339,86.2,98.7,125.5,99.3797610156833,5.2736832546048,6.8,1339,7,8.7,10.9,8.7293502613891,0.635130328496397,0.899999999999999,1339,1,1.61,2.25,1.58285287528006,0.227438294686072,0.315,0,NA,NA,NA,NA,NA,NA,1339,7.9,8.2,8.4,8.19768483943241,0.101641324743167,0.200000000000001,1339,1,5,124,8.5496639283047,12.3757637003335,4,1339,0,1339,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1245","apacpwq",2002,3,1469,9.9,19,23.9,18.1378488767869,3.40756447363749,5.5,1469,14.62,35.29,49.52,34.4892716133424,6.9130922232833,8.8,1469,8.5,22.3,32.4,21.7825731790334,4.76477866406862,6.1,1469,55.7,96.5,127.8,96.8950306330837,6.96367637387531,8,1469,4.2,8,12,8.08740639891082,0.979175895773409,1.2,1469,0.9,1.54,2.26,1.52948264125255,0.243700198304206,0.33,0,NA,NA,NA,NA,NA,NA,1469,7.5,8,8.3,7.95588835942818,0.130241772899487,0.0999999999999996,1464,0,9,178,13.4460382513661,14.6237322687981,10,1469,0,1469,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1246","apacpwq",2002,4,1439,18.9,24.5,28.1,24.258999305073,2.35734300335472,4.4,1439,12.09,36.2,51.3,37.5563377345379,9.55430485007636,17.055,1439,6.9,22.9,33.7,23.9369006254343,6.69339608614765,12,1439,44.4,87.3,108.5,85.7604586518416,9.34285518693362,12.6,1439,3.2,6.3,8.4,6.29291174426685,0.816795061393477,1,1439,1.03,1.72,2.17,1.6789298123697,0.228281589147496,0.3,0,NA,NA,NA,NA,NA,NA,1439,7.6,7.9,8.1,7.93036831132731,0.107322012937955,0.0999999999999996,1437,0,9,198,14.6485734168406,16.5858014246099,10,1439,0,1439,76,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1247","apacpwq",2002,5,1487,21.2,27.2,30.4,26.737861466039,2.20566052638343,2.5,1487,21.89,45.13,54.18,44.5147141896436,6.42460736913922,7.785,1487,13.1,29.1,35.8,28.7649630127774,4.58277427282243,5.7,1124,26,77.3,102.4,76.3032028469751,12.5922578819733,13.8,1124,1.7,5.4,7.3,5.23870106761566,0.88854714656232,1.1,1487,1.01,1.65,2.1,1.60737054472091,0.233263780165688,0.35,0,NA,NA,NA,NA,NA,NA,1487,7.5,7.9,8.2,7.95245460659045,0.113516354665503,0.0999999999999996,1431,0,10,239,20.6904262753319,32.5579833360279,16,1124,2,1124,329,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"1248","apacpwq",2002,6,1438,26.6,28.6,30.5,28.4997218358832,0.927286764558873,1.575,1438,27.18,42.51,53.31,43.8145340751043,5.85623524019222,9.675,1438,16.6,27.2,35.1,28.209388038943,4.20783668109598,7,1132,37.3,81.7,102.8,81.7695229681979,8.46574407602458,11.9,1132,2.5,5.4,6.9,5.42376325088339,0.548247564678731,0.7,1438,1.15,1.74,2.1,1.69986787204451,0.22499435529251,0.3275,0,NA,NA,NA,NA,NA,NA,1438,7.7,8,8.2,7.98908205841446,0.100584887712428,0.199999999999999,1438,2,11,126,14.4798331015299,13.5966069685683,9,1132,0,1132,207,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
